house_area,full_square_meter,num,weekday,square_meter,date,house_type
新房,青羊区,6,750.21,712.27,2017-10-29,7
新房,高新区,3,2957.03,293.43,2017-10-29,7
二手房,成华区,0,0,0,2017-10-29,7
二手房,高新区,0,0,0,2017-10-29,7
二手房,金牛区,0,0,0,2017-10-29,7
二手房,锦江区,0,0,0,2017-10-29,7
二手房,青羊区,0,0,0,2017-10-29,7
二手房,武侯区,0,0,0,2017-10-29,7
house_type,house_area,num,full_square_meter,square_meter,date,weekday
新房,锦江区,13,3788.45,1261.63,2017-10-30,1
新房,金牛区,84,15993.56,10326.64,2017-10-30,1
新房,成华区,117,16171.64,12213.2,2017-10-30,1
新房,青羊区,16,3736.33,1928.26,2017-10-30,1
新房,武侯区,50,7601.65,7016.1,2017-10-30,1
新房,高新区,67,27583.03,6929.95,2017-10-30,1
二手房,锦江区,61,5998.74,5191.3,2017-10-30,1
二手房,金牛区,92,8152.65,7583.27,2017-10-30,1
二手房,成华区,82,7254.71,6766.81,2017-10-30,1
二手房,青羊区,80,8356.24,6518.02,2017-10-30,1
二手房,武侯区,76,11756.42,6401.67,2017-10-30,1
二手房,高新区,79,10899.91,7857.3,2017-10-30,1
house_type,house_area,num,full_square_meter,square_meter,date,weekday
新房,锦江区,16,8008.07,2331.58,2017-10-31,2
新房,成华区,66,9519.58,6836.82,2017-10-31,2
新房,金牛区,26,4399.72,3458.16,2017-10-31,2
新房,武侯区,11,2285.8,1548.27,2017-10-31,2
新房,青羊区,3,1962.34,423.94,2017-10-31,2
新房,高新区,27,7174.27,4126.44,2017-10-31,2
二手房,锦江区,52,4735.04,4103.37,2017-10-31,2
二手房,金牛区,83,8091.07,7060.12,2017-10-31,2
二手房,成华区,82,7132.55,6550.86,2017-10-31,2
二手房,武侯区,62,7262.8,6102.31,2017-10-31,2
二手房,青羊区,65,5865.66,5261.71,2017-10-31,2
二手房,高新区,73,9143.9,7059.84,2017-10-31,2
house_type,house_area,num,full_square_meter,square_meter,date,weekday
新房,锦江区,5,2802.57,727.37,2017-11-01,3
新房,成华区,7,4943.22,557.33,2017-11-01,3
新房,金牛区,15,3095.58,1438.05,2017-11-01,3
新房,武侯区,5,2107.94,581.21,2017-11-01,3
新房,青羊区,15,2168.31,1959.88,2017-11-01,3
新房,高新区,11,5460.61,1304.1,2017-11-01,3
二手房,锦江区,63,5692.86,5342.06,2017-11-01,3
二手房,金牛区,66,8798.37,6335.87,2017-11-01,3
二手房,成华区,64,9440.45,5227.97,2017-11-01,3
二手房,青羊区,82,7094.02,6486.83,2017-11-01,3
二手房,武侯区,74,12009.07,6462.43,2017-11-01,3
二手房,高新区,65,7265.72,6074.42,2017-11-01,3
house_type,house_area,num,full_square_meter,square_meter,date,weekday
新房,锦江区,17,7729.8,3685.27,2017-11-02,4
新房,成华区,47,6572.06,4874.59,2017-11-02,4
新房,金牛区,26,4959.75,3084.36,2017-11-02,4
新房,青羊区,10,3600.48,1259.84,2017-11-02,4
新房,武侯区,15,2855.67,1990.55,2017-11-02,4
新房,高新区,8,5434.94,948.51,2017-11-02,4
二手房,锦江区,57,4481.18,3988.44,2017-11-02,4
二手房,金牛区,73,6548.68,5966.44,2017-11-02,4
二手房,成华区,81,7390.34,6794.59,2017-11-02,4
二手房,武侯区,58,5516.19,4779.97,2017-11-02,4
二手房,青羊区,63,9086.94,5237.53,2017-11-02,4
二手房,高新区,62,7729.59,6136.48,2017-11-02,4
house_type,house_area,num,full_square_meter,square_meter,date,weekday
新房,锦江区,18,3487.96,1755.97,2017-11-03,5
新房,金牛区,20,2650.37,2020.17,2017-11-03,5
新房,成华区,42,7076.29,4327.52,2017-11-03,5
新房,武侯区,7,1279.68,762.61,2017-11-03,5
新房,青羊区,13,2826.87,1692.5,2017-11-03,5
新房,高新区,48,8205.71,5049.87,2017-11-03,5
二手房,锦江区,63,5286.4,4543.72,2017-11-03,5
二手房,金牛区,84,9345.57,6447.37,2017-11-03,5
二手房,成华区,84,7575.36,7030.17,2017-11-03,5
二手房,武侯区,71,7998.34,6122.87,2017-11-03,5
二手房,青羊区,66,6088.54,5428.39,2017-11-03,5
二手房,高新区,73,10623.18,7455.65,2017-11-03,5
house_type,house_area,num,full_square_meter,square_meter,date,weekday
新房,锦江区,2,2795.11,216.76,2017-11-04,6
新房,成华区,0,935.49,0,2017-11-04,6
新房,金牛区,0,1270.93,0,2017-11-04,6
新房,武侯区,0,724.99,0,2017-11-04,6
新房,青羊区,0,131.45,0,2017-11-04,6
新房,高新区,1,3548.54,302.87,2017-11-04,6
二手房,锦江区,7,667.85,594.05,2017-11-04,6
二手房,成华区,15,1320.64,1192.64,2017-11-04,6
二手房,金牛区,12,972.15,878.07,2017-11-04,6
二手房,武侯区,15,1645.51,1571.03,2017-11-04,6
二手房,青羊区,15,1510.08,1076.84,2017-11-04,6
二手房,高新区,19,1858.96,1662.39,2017-11-04,6
house_type,house_area,num,full_square_meter,square_meter,date,weekday
新房,锦江区,1,1693.62,89.14,2017-11-05,7
新房,金牛区,17,3013.95,1784.03,2017-11-05,7
新房,成华区,29,4408.46,2876.92,2017-11-05,7
新房,青羊区,3,395.34,222.83,2017-11-05,7
新房,武侯区,5,925.87,742,2017-11-05,7
新房,高新区,15,5936.29,1272.35,2017-11-05,7
二手房,成华区,0,0,0,2017-11-05,7
二手房,高新区,0,0,0,2017-11-05,7
二手房,金牛区,0,0,0,2017-11-05,7
二手房,锦江区,0,0,0,2017-11-05,7
二手房,青羊区,0,0,0,2017-11-05,7
二手房,武侯区,0,0,0,2017-11-05,7
house_type,house_area,num,full_square_meter,square_meter,date,weekday
新房,锦江区,22,5416.77,4189.87,2017-11-06,1
新房,成华区,76,10251.88,7225.64,2017-11-06,1
新房,金牛区,60,8773.95,6797.94,2017-11-06,1
新房,青羊区,22,5602.52,2742.9,2017-11-06,1
新房,武侯区,26,4160.39,2307.98,2017-11-06,1
新房,高新区,16,5647.88,2413.64,2017-11-06,1
二手房,锦江区,65,5968.93,5238.98,2017-11-06,1
二手房,金牛区,68,9349.4,5583.18,2017-11-06,1
二手房,成华区,67,5931.2,5139.94,2017-11-06,1
二手房,青羊区,74,6402.03,6018.16,2017-11-06,1
二手房,武侯区,70,6910.21,5483.09,2017-11-06,1
二手房,高新区,53,7812.41,5111.94,2017-11-06,1
house_type,house_area,num,full_square_meter,square_meter,date,weekday
新房,锦江区,12,3505.53,1071.29,2017-11-07,2
新房,成华区,60,8101.38,5820.98,2017-11-07,2
新房,金牛区,33,5080.78,3795.26,2017-11-07,2
新房,青羊区,3,1958.43,310.07,2017-11-07,2
新房,武侯区,23,4096.97,3262.25,2017-11-07,2
新房,高新区,6,5655.76,682.48,2017-11-07,2
二手房,锦江区,67,6172.22,5288.03,2017-11-07,2
二手房,成华区,74,6832.74,5808.09,2017-11-07,2
二手房,金牛区,70,6732.98,6114.71,2017-11-07,2
二手房,武侯区,70,5947.93,5590.92,2017-11-07,2
二手房,青羊区,78,9669.31,6607.26,2017-11-07,2
二手房,高新区,59,7816.34,6423.3,2017-11-07,2
house_type,house_area,num,full_square_meter,square_meter,date,weekday
新房,锦江区,26,6249.53,2985.52,2017-11-08,3
新房,成华区,67,10879.68,6729.46,2017-11-08,3
新房,金牛区,65,12786.82,7907.42,2017-11-08,3
新房,青羊区,10,1378.92,1023.46,2017-11-08,3
新房,武侯区,27,3516.32,3090.8,2017-11-08,3
新房,高新区,23,9144.79,3271.89,2017-11-08,3
二手房,锦江区,68,6241.15,5869.43,2017-11-08,3
二手房,金牛区,65,8008.75,4974.89,2017-11-08,3
二手房,成华区,97,8454.65,7878.25,2017-11-08,3
二手房,武侯区,75,7219.15,6356.1,2017-11-08,3
二手房,青羊区,69,6228.24,5647.71,2017-11-08,3
二手房,高新区,61,6762.31,6052.05,2017-11-08,3
house_type,house_area,num,full_square_meter,square_meter,date,weekday
新房,锦江区,22,2597.98,1939.44,2017-11-09,4
新房,成华区,46,8695.53,4692.82,2017-11-09,4
新房,金牛区,24,4524.46,2480.4,2017-11-09,4
新房,青羊区,0,1023.76,0,2017-11-09,4
新房,武侯区,6,1060.98,736.16,2017-11-09,4
新房,高新区,14,13859.02,1640.63,2017-11-09,4
二手房,锦江区,51,4875.57,4446.24,2017-11-09,4
二手房,成华区,88,7771.06,7182.68,2017-11-09,4
二手房,金牛区,58,5177.25,4802.84,2017-11-09,4
二手房,武侯区,70,9067.45,5969.86,2017-11-09,4
二手房,青羊区,78,7612.18,6915.97,2017-11-09,4
二手房,高新区,53,5883.27,4851.04,2017-11-09,4
house_type,house_area,num,full_square_meter,square_meter,date,weekday
新房,锦江区,10,5231.16,1409.2,2017-11-10,5
新房,成华区,43,8042.9,4582.97,2017-11-10,5
新房,金牛区,19,7437.92,2291.38,2017-11-10,5
新房,青羊区,8,2298.37,798.68,2017-11-10,5
新房,武侯区,17,3479.42,2390.43,2017-11-10,5
新房,高新区,31,9593.85,4058.18,2017-11-10,5
二手房,锦江区,60,5469.31,5066.67,2017-11-10,5
二手房,成华区,83,7090.41,6710.14,2017-11-10,5
二手房,金牛区,83,7644.28,7291.85,2017-11-10,5
二手房,武侯区,74,7101.24,6216.6,2017-11-10,5
二手房,青羊区,83,7786.36,7038.2,2017-11-10,5
二手房,高新区,60,7633.54,6591.07,2017-11-10,5
house_type,house_area,num,full_square_meter,square_meter,date,weekday
新房,锦江区,0,2446.5,0,2017-11-11,6
新房,金牛区,0,3010.62,0,2017-11-11,6
新房,成华区,0,4093.45,0,2017-11-11,6
新房,武侯区,0,199.88,0,2017-11-11,6
新房,青羊区,0,2964.25,0,2017-11-11,6
新房,高新区,0,2262.1,0,2017-11-11,6
二手房,锦江区,11,927.37,835.91,2017-11-11,6
二手房,金牛区,16,1440.81,1178.73,2017-11-11,6
二手房,成华区,13,1145.68,1068.27,2017-11-11,6
二手房,青羊区,16,1683.21,1528.26,2017-11-11,6
二手房,武侯区,12,806.38,774.87,2017-11-11,6
二手房,高新区,11,1482.43,1165.23,2017-11-11,6
house_type,house_area,num,full_square_meter,square_meter,date,weekday
新房,锦江区,0,1622.68,0,2017-11-12,7
新房,金牛区,15,5586.36,1846.82,2017-11-12,7
新房,成华区,4,5530.58,334.08,2017-11-12,7
新房,武侯区,1,199.71,81.34,2017-11-12,7
新房,青羊区,1,751.96,189.23,2017-11-12,7
新房,高新区,4,4090.97,453.35,2017-11-12,7
二手房,成华区,0,0,0,2017-11-12,7
二手房,高新区,0,0,0,2017-11-12,7
二手房,金牛区,0,0,0,2017-11-12,7
二手房,锦江区,0,0,0,2017-11-12,7
二手房,青羊区,0,0,0,2017-11-12,7
二手房,武侯区,0,0,0,2017-11-12,7
